tile_filename,source_product,tile_x,tile_y,center_lat,center_lon,std_dev,prox_score,mean_pixel,std_norm,priority_score
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x01920_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,1920,5120,-70.604079,22.630134,77.413,0.0,41.7,0.48705113142973894,0.1948
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x02560_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,2560,5120,-70.603969,22.645721,77.041,0.0,40.85,0.4823006589365071,0.1929
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x03200_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,3200,5120,-70.603858,22.661316,56.619,0.0,52.96,0.22150993512795625,0.0886
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x03840_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,3840,5120,-70.603746,22.676917,64.646,0.0,36.79,0.32401542626551566,0.1296
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x04480_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,4480,5120,-70.603633,22.692525,57.398,0.0,42.05,0.23145783317157892,0.0926
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x05120_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,5120,5120,-70.603518,22.708139,56.116,0.0,49.72,0.21508658119221533,0.086
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x05760_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,5760,5120,-70.603401,22.723761,63.797,0.0,33.91,0.31317362210757516,0.1253
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x06400_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,6400,5120,-70.603283,22.739389,61.724,0.0,60.17,0.28670123103642026,0.1147
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x07040_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,7040,5120,-70.603164,22.755025,62.898,0.0,42.24,0.3016933135822649,0.1207
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x07680_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,7680,5120,-70.603044,22.770667,66.508,0.0,33.03,0.34779332890636966,0.1391
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08320_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,8320,5120,-70.602922,22.786316,69.615,0.0,21.72,0.38746999029473356,0.155
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x09600_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,9600,5120,-70.602674,22.817635,69.604,0.0,25.58,0.38732951933391224,0.1549
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x10240_y05120.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,10240,5120,-70.602548,22.833305,64.078,0.0,48.44,0.31676201665219395,0.1267
